# --------------- PyTT output file ------------------ 
# input file: Simulations/CERN_SPS_BWS41677.txt 
# execution date and time: 2024/05/24 08:35:54 
# Particle: Proton   Material: Carbon 
# EdepMethod: EdepValue 
# dEdx: 1.2733333333333334 [MeV*cm2/g] 
# Outputs:               -----------------------------
# SEY protons: 0.003465538032766926 
# --------------------------------------------------- 
#   Time [us], Position [mm], Npart, MaxTemp [K], SEMcurr [uA], THcurr [uA] 
44.198,-1.756704,84164261.66921,303.179,1.6840297216577062e-11,1.1585477845012408e-91
45.1,-1.755802,84628518.857323,303.253,1.6933189720802787e-11,1.1687953829557602e-91
46.002,-1.7549,85095096.512901,303.328,1.7026546523781906e-11,1.1791900908435364e-91
46.904,-1.753998,85564004.785593,303.403,1.7120369656342365e-11,1.189734492068913e-91
47.806,-1.753096,86035253.861185,303.478,1.7214661156542367e-11,1.2004312237085418e-91
48.708,-1.752194,86508853.961683,303.554,1.730942306968702e-11,1.211282977252052e-91
49.61,-1.751292,86984815.345392,303.631,1.7404657448345107e-11,1.222292499874715e-91
50.512,-1.75039,87463148.307007,303.707,1.750036635236587e-11,1.2334625957429375e-91
51.414,-1.749488,87943863.177689,303.785,1.7596551848895608e-11,1.244796127354007e-91
52.316,-1.748586,88426970.325154,303.862,1.7693216012394498e-11,1.256296016910888e-91
53.218,-1.747684,88912480.153752,303.94,1.77903609246532e-11,1.2679652477325082e-91
54.12,-1.746782,89400403.104557,304.019,1.7887988674809573e-11,1.2798068657013524e-91
55.022,-1.74588,89890749.655442,304.098,1.7986101359365333e-11,1.2918239807491714e-91
55.924,-1.744978,90383530.321167,304.177,1.8084701082202715e-11,1.3040197683811086e-91
56.826,-1.744076,90878755.653463,304.257,1.8183789954601112e-11,1.3163974712412852e-91
57.728,-1.743174,91376436.241112,304.337,1.8283370095253664e-11,1.3289604007185747e-91
58.63,-1.742272,91876582.710033,304.418,1.838344363028394e-11,1.34171193859561e-91
59.532,-1.74137,92379205.723362,304.499,1.8484012693262456e-11,1.3546555387413207e-91
60.434,-1.740468,92884315.981537,304.58,1.858507942522334e-11,1.3677947288492737e-91
61.336,-1.739566,93391924.22238,304.662,1.8686645974680843e-11,1.3811331122210952e-91
62.238,-1.738664,93902041.22118,304.745,1.878871449764589e-11,1.3946743695992052e-91
63.14,-1.737762,94414677.790776,304.827,1.8891287157642674e-11,1.4084222610474573e-91
64.042,-1.73686,94929844.781638,304.911,1.8994366125725114e-11,1.4223806278833687e-91
64.944,-1.735958,95447553.081951,304.995,1.90979535804934e-11,1.436553394661584e-91
65.846,-1.735056,95967813.617698,305.079,1.9202051708110465e-11,1.45094457121153e-91
66.748,-1.734154,96490637.352741,305.164,1.9306662702318463e-11,1.4655582547300944e-91
67.65,-1.733252,97016035.288902,305.249,1.9411788764455192e-11,1.4803986319312807e-91
68.552,-1.73235,97544018.466049,305.334,1.9517432103470606e-11,1.4954699812542394e-91
69.454,-1.731448,98074597.962173,305.42,1.9623594935943127e-11,1.510776675131447e-91
70.356,-1.730546,98607784.893477,305.507,1.9730279486096153e-11,1.526323182319513e-91
71.258,-1.729644,99143590.414448,305.594,1.983748798581434e-11,1.542114070292971e-91
72.16,-1.728742,99682025.717949,305.682,1.9945222674660034e-11,1.5581540077049032e-91
73.062,-1.72784,100223102.035295,305.769,2.0053485799889562e-11,1.5744477669149057e-91
73.964,-1.726938,100766830.636333,305.858,2.0162279616469595e-11,1.5910002265864633e-91
74.866,-1.726036,101313222.829528,305.947,2.0271606387093402e-11,1.6078163743571685e-91
75.768,-1.725134,101862289.962044,306.036,2.0381468382197176e-11,1.624901309582494e-91
76.67,-1.724232,102414043.41982,306.126,2.0491867879976236e-11,1.6422602461558062e-91
77.572,-1.72333,102968494.627658,306.217,2.060280716640132e-11,1.659898515407752e-91
78.474,-1.722428,103525655.049298,306.307,2.071428853523478e-11,1.6778215690855774e-91
79.376,-1.721526,104085536.187505,306.399,2.0826314288046716e-11,1.696034982417405e-91
80.278,-1.720624,104648149.584143,306.491,2.0938886734231246e-11,1.714544457261451e-91
81.18,-1.719722,105213506.820262,306.583,2.105200819102257e-11,1.7333558253444048e-91
82.082,-1.71882,105781619.516175,306.676,2.1165680983511105e-11,1.7524750515914354e-91
82.984,-1.717918,106352499.331537,306.769,2.1279907444659618e-11,1.7719082375503398e-91
83.886,-1.717016,106926157.965432,306.863,2.1394689915319268e-11,1.7916616249124858e-91
84.788,-1.716114,107502607.156444,306.957,2.1510030744245613e-11,1.811741599134907e-91
85.69,-1.715212,108081858.682745,307.052,2.162593228811474e-11,1.832154693164341e-91
86.592,-1.71431,108663924.362171,307.148,2.1742396911539164e-11,1.8529075912689355e-91
87.494,-1.713408,109248816.052302,307.244,2.1859426987083835e-11,1.874007132979238e-91
88.396,-1.712506,109836545.650542,307.34,2.1977024895282055e-11,1.8954603171427545e-91
89.298,-1.711604,110427125.0942,307.437,2.2095193024651443e-11,1.9172743060944467e-91
90.2,-1.710702,111020566.360568,307.534,2.2213933771709792e-11,1.9394564299487023e-91
91.102,-1.7098,111616881.466999,307.632,2.23332495409909e-11,1.962014191015357e-91
92.004,-1.708898,112216082.47099,307.731,2.2453142745060462e-11,1.984955268342652e-91
92.906,-1.707996,112818181.470256,307.83,2.2573615804531844e-11,2.0082875223942684e-91
93.808,-1.707094,113423190.602812,307.929,2.2694671148081828e-11,2.0320189998619626e-91
94.71,-1.706192,114031122.047054,308.03,2.2816311212466444e-11,2.0561579386174007e-91
95.612,-1.70529,114641988.02183,308.13,2.2938538442536574e-11,2.0807127728116973e-91
96.514,-1.704388,115255800.786526,308.231,2.3061355291253708e-11,2.1056921381233673e-91
97.416,-1.703486,115872572.641141,308.333,2.3184764219705596e-11,2.131104877160568e-91
98.318,-1.702584,116492315.926366,308.435,2.3308767697121826e-11,2.1569600450237168e-91
99.22,-1.701682,117115043.023658,308.538,2.3433368200889477e-11,2.1832669150323333e-91
100.122,-1.70078,117740766.355324,308.642,2.3558568216568587e-11,2.2100349846222203e-91
101.024,-1.699878,118369498.384595,308.745,2.3684370237907802e-11,2.2372739814168716e-91
101.926,-1.698976,119001251.615704,308.85,2.3810776766859754e-11,2.2649938694820003e-91
102.828,-1.698074,119636038.593963,308.955,2.3937790313596605e-11,2.293204855765142e-91
103.73,-1.697172,120273871.905841,309.06,2.406541339652538e-11,2.321917396729403e-91
104.632,-1.69627,120914764.179038,309.167,2.4193648542303466e-11,2.3511422051861994e-91
105.534,-1.695368,121558728.082568,309.273,2.43224982858539e-11,2.3808902573343432e-91
106.436,-1.694466,122205776.326829,309.381,2.4451965170380692e-11,2.4111728000108244e-91
107.338,-1.693564,122855921.663681,309.488,2.4582051747384165e-11,2.4420013581610012e-91
108.24,-1.692662,123509176.886527,309.597,2.4712760576676113e-11,2.4733877425378745e-91
109.142,-1.69176,124165554.830382,309.706,2.4844094226395088e-11,2.505344057632231e-91
110.044,-1.690858,124825068.371953,309.815,2.4976055273021567e-11,2.5378827098473966e-91
110.946,-1.689956,125487730.429714,309.926,2.5108646301393064e-11,2.5710164159230383e-91
111.848,-1.689054,126153553.963982,310.036,2.5241869904719225e-11,2.6047582116167626e-91
112.75,-1.688152,126822551.976989,310.148,2.5375728684596925e-11,2.6391214606537444e-91
113.652,-1.68725,127494737.512963,310.26,2.5510225251025294e-11,2.67411986395164e-91
114.554,-1.686348,128170123.658198,310.372,2.5645362222420635e-11,2.709767469129491e-91
115.456,-1.685446,128848723.541128,310.485,2.578114222563146e-11,2.7460786803137374e-91
116.358,-1.684544,129530550.332407,310.599,2.5917567895953298e-11,2.7830682682459766e-91
117.26,-1.683642,130215617.244978,310.713,2.605464187714367e-11,2.8207513807070615e-91
118.162,-1.68274,130903937.534151,310.828,2.619236682143678e-11,2.859143553266409e-91
119.064,-1.681838,131595524.497672,310.944,2.633074538955841e-11,2.898260720366844e-91
119.966,-1.680936,132290391.475801,311.06,2.646978025074061e-11,2.938119226758557e-91
120.868,-1.680034,132988551.851384,311.176,2.6609474082736365e-11,2.978735839291703e-91
121.77,-1.679132,133690019.049928,311.294,2.6749829571834303e-11,3.020127759080889e-91
122.672,-1.67823,134394806.539668,311.412,2.689084941287327e-11,3.0623126340549906e-91
123.574,-1.677328,135102927.831648,311.53,2.703253630925691e-11,3.105308571903941e-91
124.476,-1.676426,135814396.479788,311.65,2.7174892972968176e-11,3.149134153437144e-91
125.378,-1.675524,136529226.080958,311.769,2.7317922124583803e-11,3.193808446368358e-91
126.28,-1.674622,137247430.275049,311.89,2.7461626493288754e-11,3.2393510195391227e-91
127.182,-1.67372,137969022.745048,312.011,2.7606008816890565e-11,3.2857819576000184e-91
128.084,-1.672818,138694017.217107,312.133,2.7751071841833754e-11,3.3331218761605677e-91
128.986,-1.671916,139422427.460614,312.255,2.789681832321405e-11,3.381391937429078e-91
129.888,-1.671014,140154267.288266,312.378,2.804325102479262e-11,3.4306138663563606e-91
130.79,-1.670112,140889550.556139,312.502,2.8190372719010378e-11,3.4808099673013354e-91
131.692,-1.66921,141628291.16376,312.626,2.833818618700197e-11,3.5320031412380106e-91
132.594,-1.668308,142370503.054173,312.751,2.8486694218610008e-11,3.584216903522164e-91
133.496,-1.667406,143116200.214016,312.877,2.8635899612399042e-11,3.6374754022356753e-91
134.398,-1.666504,143865396.673587,313.003,2.878580517566959e-11,3.691803437133717e-91
135.3,-1.665602,144618106.506912,313.13,2.8936413724472087e-11,3.74722647920931e-91
136.202,-1.6647,145374343.831818,313.258,2.9087728083620742e-11,3.8037706909045654e-91
137.104,-1.663798,146134122.810002,313.386,2.923975108670746e-11,3.861462946983398e-91
138.006,-1.662896,146897457.647098,313.515,2.9392485576115575e-11,3.9203308560991303e-91
138.908,-1.661994,147664362.592745,313.644,2.9545934403033584e-11,3.980402783071097e-91
139.81,-1.661092,148434851.940659,313.775,2.970010042746889e-11,4.041707871905369e-91
140.712,-1.66019,149208940.028698,313.906,2.9854986518261406e-11,4.1042760695775336e-91
141.614,-1.659288,149986641.23893,314.037,3.0010595553097156e-11,4.168138150614245e-91
142.516,-1.658386,150767969.997704,314.17,3.016693041852174e-11,4.233325742493462e-91
143.418,-1.657484,151552940.775713,314.303,3.032399400995387e-11,4.2998713518980405e-91
144.32,-1.656582,152341568.088064,314.436,3.0481789231698795e-11,4.3678083918545e-91
145.222,-1.65568,153133866.494341,314.571,3.064031899696158e-11,4.4371712097833175e-91
146.124,-1.654778,153929850.598678,314.706,3.079958622786052e-11,4.5079951165025284e-91
147.026,-1.653876,154729535.04982,314.842,3.0959593855440333e-11,4.580316416210595e-91
147.928,-1.652974,155532934.541188,314.978,3.112034481968528e-11,4.6541724374907897e-91
148.83,-1.652072,156340063.81095,315.116,3.128184206953244e-11,4.729601565372682e-91
149.732,-1.65117,157150937.642082,315.253,3.144408856288466e-11,4.806643274486592e-91
150.634,-1.650268,157965570.862435,315.392,3.160708726662366e-11,4.885338163358524e-91
151.536,-1.649366,158783978.344797,315.531,3.1770841156622905e-11,4.965727989879793e-91
152.438,-1.648464,159606175.006961,315.672,3.193535321776054e-11,5.04785570799848e-91
153.34,-1.647562,160432175.811789,315.812,3.210062644393223e-11,5.131765505681351e-91
154.242,-1.64666,161261995.767272,315.954,3.226666383806397e-11,5.217502844186335e-91
155.144,-1.645758,162095649.926597,316.096,3.2433468412124675e-11,5.305114498701085e-91
156.046,-1.644856,162933153.388209,316.239,3.2601043187138935e-11,5.39464860039597e-91
156.948,-1.643954,163774521.295874,316.383,3.276939119319956e-11,5.486154679944115e-91
157.85,-1.643052,164619768.838743,316.528,3.293851546948012e-11,5.579683712563668e-91
158.752,-1.64215,165468911.251411,316.673,3.3108419064247384e-11,5.675288164644814e-91
159.654,-1.641248,166321963.813982,316.819,3.327910503487371e-11,5.7730220420109e-91
160.556,-1.640346,167178941.852129,316.966,3.345057644784941e-11,5.872940939888616e-91
161.458,-1.639444,168039860.737156,317.113,3.3622836378794946e-11,5.975102094638874e-91
162.36,-1.638542,168904735.886059,317.261,3.379588791247322e-11,6.079564437329455e-91
163.262,-1.63764,169773582.761586,317.41,3.396973414280158e-11,6.186388649206019e-91
164.164,-1.636738,170646416.872297,317.56,3.414437817286405e-11,6.295637219146352e-91
165.066,-1.635836,171523253.772626,317.711,3.4319823114923135e-11,6.407374503164878e-91
165.968,-1.634934,172404109.062938,317.862,3.44960720904319e-11,6.521666786050527e-91
166.87,-1.634032,173288998.38959,318.014,3.467312823004574e-11,6.638582345223586e-91
167.772,-1.63313,174177937.44499,318.167,3.4850994673634216e-11,6.758191516886423e-91
168.674,-1.632228,175070941.967653,318.321,3.502967457029274e-11,6.880566764573677e-91
169.576,-1.631326,175968027.742263,318.475,3.520917107835426e-11,7.00578275017681e-91
170.478,-1.630424,176869210.599729,318.63,3.538948736540076e-11,7.133916407556102e-91
171.38,-1.629522,177774506.41724,318.786,3.557062660827492e-11,7.265047018829831e-91
172.282,-1.62862,178683931.118329,318.943,3.575259199309138e-11,7.399256293452323e-91
173.184,-1.627718,179597500.672921,319.101,3.593538671524813e-11,7.536628450182421e-91
174.086,-1.626816,180515231.097397,319.259,3.611901397943794e-11,7.677250302071927e-91
174.988,-1.625914,181437138.454646,319.419,3.63034769996594e-11,7.821211344569595e-91
175.89,-1.625012,182363238.85412,319.579,3.648877899922813e-11,7.968603846891829e-91
176.792,-1.62411,183293548.451892,319.74,3.667492321078788e-11,8.119522946765733e-91
177.694,-1.623208,184228083.450711,319.901,3.6861912876321436e-11,8.274066748690367e-91
178.596,-1.622306,185166860.100054,320.064,3.7049751247161595e-11,8.432336425860135e-91
179.498,-1.621404,186109894.69618,320.227,3.7238441584001995e-11,8.594436325884379e-91
180.4,-1.620502,187057203.582188,320.391,3.7427987156907795e-11,8.760474080470309e-91
181.302,-1.6196,188008803.148067,320.556,3.76183912453265e-11,8.930560719213115e-91
182.204,-1.618698,188964709.830748,320.722,3.780965713809843e-11,9.104810787673955e-91
183.106,-1.617796,189924940.114158,320.889,3.80017881334673e-11,9.283342469908735e-91
184.008,-1.616894,190889510.529275,321.057,3.8194787539090656e-11,9.466277715634306e-91
184.91,-1.615992,191858437.654175,321.225,3.8388658672050214e-11,9.653742372212263e-91
185.812,-1.61509,192831738.114085,321.394,3.8583404858862197e-11,9.845866321658702e-91
186.714,-1.614188,193809428.581437,321.564,3.8779029435487466e-11,1.0042783622876812e-90
187.616,-1.613286,194791525.775913,321.735,3.897553574734171e-11,1.0244632659325707e-90
188.518,-1.612384,195778046.464501,321.907,3.917292714930539e-11,1.0451556292354112e-90
189.42,-1.611482,196769007.461541,322.08,3.93712070057338e-11,1.0663702020427347e-90
190.322,-1.61058,197764425.628772,322.254,3.95703786904668e-11,1.0881222144496818e-90
191.224,-1.609678,198764317.87539,322.428,3.97704455868388e-11,1.1104273939756855e-90
192.126,-1.608776,199768701.158087,322.603,3.9971411087688227e-11,1.1333019834063059e-90
193.028,-1.607874,200777592.481103,322.78,4.017327859536729e-11,1.1567627593283448e-90
193.93,-1.606972,201791008.896274,322.957,4.037605152175145e-11,1.1808270513877713e-90
194.832,-1.60607,202808967.503077,323.135,4.057973328824893e-11,1.2055127622994576e-90
195.734,-1.605168,203831485.44868,323.314,4.0784327325809955e-11,1.2308383886422325e-90
196.636,-1.604266,204858579.927987,323.493,4.098983707493611e-11,1.2568230424700208e-90
197.538,-1.603364,205890268.183681,323.674,4.1196265985689504e-11,1.283486473775436e-90
198.44,-1.602462,206926567.506273,323.856,4.1403617517701754e-11,1.3108490938401125e-90
199.342,-1.60156,207967495.234147,324.038,4.161189514018318e-11,1.3389319995109383e-90
200.244,-1.600658,209013068.753601,324.222,4.182110233193152e-11,1.3677569984405751e-90
201.146,-1.599756,210063305.498895,324.406,4.2031242581340856e-11,1.3973466353332515e-90
202.048,-1.598854,211118222.952292,324.592,4.22423193864103e-11,1.4277242192392353e-90
202.95,-1.597952,212177838.644103,324.778,4.2454336254752657e-11,1.4589138519431626e-90
203.852,-1.59705,213242170.152729,324.965,4.266729670360293e-11,1.4909404574917063e-90
204.754,-1.596148,214311235.104702,325.153,4.2881204259826777e-11,1.5238298129117085e-90
205.656,-1.595246,215385051.174727,325.342,4.309606245992885e-11,1.5576085801679358e-90
206.558,-1.594344,216463636.085727,325.532,4.331187485006113e-11,1.5923043394166647e-90
207.46,-1.593442,217547007.608878,325.723,4.352864498603099e-11,1.6279456236086207e-90
208.362,-1.59254,218635183.563653,325.915,4.37463764333093e-11,1.664561954501268e-90
209.264,-1.591638,219728181.817862,326.108,4.396507276703841e-11,1.7021838801429975e-90
210.166,-1.590736,220826020.287688,326.302,4.418473757204004e-11,1.740843013891165e-90
211.068,-1.589834,221928716.937732,326.497,4.4405374442822944e-11,1.780572075033266e-90
211.97,-1.588932,223036289.781042,326.692,4.462698698359079e-11,1.8214049310800324e-90
212.872,-1.58803,224148756.879163,326.889,4.4849578808249545e-11,1.8633766418064196e-90
213.774,-1.587128,225266136.342161,327.087,4.5073153540415056e-11,1.9065235051151251e-90
214.676,-1.586226,226388446.328673,327.285,4.529771481342042e-11,1.9508831048046723e-90
215.578,-1.585324,227515705.045933,327.485,4.552326627032321e-11,1.996494360327475e-90
216.48,-1.584422,228647930.749814,327.686,4.574981156391269e-11,2.0433975786248898e-90
217.382,-1.58352,229785141.744859,327.888,4.5977354356716906e-11,2.0916345081324365e-90
218.284,-1.582618,230927356.38432,328.09,4.620589832100964e-11,2.141248395053866e-90
219.186,-1.581716,232074593.070191,328.294,4.643544713881728e-11,2.192284042003387e-90
220.088,-1.580814,233226870.253239,328.499,4.666600450192559e-11,2.244787869124537e-90
220.99,-1.579912,234384206.433041,328.704,4.6897574111886255e-11,2.2988079777976778e-90
221.892,-1.57901,235546620.158016,328.911,4.7130159680023706e-11,2.3543942170506104e-90
222.794,-1.578108,236714130.025455,329.119,4.7363764927441365e-11,2.4115982527997843e-90
223.696,-1.577206,237886754.681554,329.328,4.7598393585027875e-11,2.4704736400441757e-90
224.598,-1.576304,239064512.821449,329.538,4.783404939346372e-11,2.5310758981543683e-90
225.5,-1.575402,240247423.189238,329.749,4.8070736103226925e-11,2.593462589390543e-90
226.402,-1.5745,241435504.578018,329.96,4.830845747459934e-11,2.6576934008052555e-90
227.304,-1.573598,242628775.829915,330.173,4.854721727767256e-11,2.7238302296781157e-90
228.206,-1.572696,243827255.836108,330.387,4.878701929235352e-11,2.791937272653495e-90
229.108,-1.571794,245030963.53686,330.603,4.9027867308370355e-11,2.8620811187475895e-90
230.01,-1.570892,246239917.921548,330.819,4.926976512527796e-11,2.934330846404115e-90
230.912,-1.56999,247454138.028686,331.036,4.951271655246341e-11,3.0087581247889597e-90
231.814,-1.569088,248673642.945955,331.254,4.975672540915135e-11,3.0854373195211986e-90
232.716,-1.568186,249898451.810228,331.474,5.000179552440917e-11,3.1644456030449142e-90
233.618,-1.567284,251128583.807597,331.694,5.024793073715226e-11,3.245863069862853e-90
234.52,-1.566382,252364058.173396,331.915,5.0495134896148944e-11,3.3297728568587305e-90
235.422,-1.56548,253604894.192226,332.138,5.0743411860025294e-11,3.416261268946222e-90
236.324,-1.564578,254851111.19798,332.362,5.0992765497270155e-11,3.50541791029999e-90
237.226,-1.563676,256102728.573864,332.587,5.124319968623951e-11,3.5973358214297972e-90
238.128,-1.562774,257359765.752426,332.812,5.149471831516134e-11,3.692111622375437e-90
239.03,-1.561872,258622242.215567,333.039,5.1747325282139794e-11,3.789845662317849e-90
239.932,-1.56097,259890177.494575,333.268,5.200102449515965e-11,3.8906421759057675e-90
240.834,-1.560068,261163591.170137,333.497,5.22558198720905e-11,3.994609446626198e-90
241.736,-1.559166,262442502.872362,333.727,5.251171534069074e-11,4.101859977552787e-90
242.638,-1.558264,263726932.280804,333.959,5.276871483861171e-11,4.212510669827849e-90
243.54,-1.557362,265016899.124476,334.191,5.3026822313401264e-11,4.326683009252797e-90
244.442,-1.55646,266312423.181873,334.425,5.3286041722507775e-11,4.444503261377084e-90
245.344,-1.555558,267613524.280985,334.66,5.354637703328349e-11,4.566102675499786e-90
246.246,-1.554656,268920222.29932,334.896,5.380783222298815e-11,4.691617698016313e-90
247.148,-1.553754,270232537.163917,335.133,5.4070411278792287e-11,4.821190195567277e-90
248.05,-1.552852,271550488.851364,335.372,5.433411819778041e-11,4.95496768846729e-90
248.952,-1.55195,272874097.387812,335.611,5.4598956986954143e-11,5.093103594918421e-90
249.854,-1.551048,274203382.84899,335.852,5.48649316632353e-11,5.235757486541324e-90
250.756,-1.550146,275538365.36022,336.094,5.51320462534685e-11,5.383095355777901e-90
251.658,-1.549244,276879065.096431,336.337,5.5400304794424045e-11,5.535289895754052e-90
252.56,-1.548342,278225502.282172,336.581,5.5669711332800534e-11,5.692520793223141e-90
253.462,-1.54744,279577697.19162,336.826,5.594026992522727e-11,5.85497503523623e-90
254.364,-1.546538,280935670.1486,337.073,5.6211984638266565e-11,6.022847230224718e-90
255.266,-1.545636,282299441.526588,337.321,5.648485954841602e-11,6.196339944217005e-90
256.168,-1.544734,283669031.748726,337.57,5.675889874211055e-11,6.37566405294912e-90
257.07,-1.543832,285044461.287831,337.82,5.7034106315724423e-11,6.561039110661856e-90
257.972,-1.54293,286425750.666402,338.071,5.731048637557294e-11,6.752693736432017e-90
258.874,-1.542028,287812920.456632,338.324,5.758804303791422e-11,6.950866018920059e-90
259.776,-1.541126,289205991.280411,338.578,5.786678042895067e-11,7.155803940469327e-90
260.678,-1.540224,290604983.809338,338.833,5.814670268483049e-11,7.3677658215410995e-90
261.58,-1.539322,292009918.764725,339.089,5.842781395164892e-11,7.587020786512908e-90
262.482,-1.53842,293420816.917602,339.347,5.871011838544932e-11,7.8138492519462334e-90
263.384,-1.537518,294837699.088722,339.606,5.899362015222442e-11,8.04854343846162e-90
264.286,-1.536616,296260586.14857,339.866,5.927832342791685e-11,8.291407907437585e-90
265.188,-1.535714,297689499.01736,340.127,5.956423239842011e-11,8.542760123820404e-90
266.09,-1.534812,299124458.665042,340.389,5.985135125957914e-11,8.802931046375222e-90
266.992,-1.53391,300565486.111303,340.653,6.013968421719081e-11,9.072265746819087e-90
267.894,-1.533008,302012602.42557,340.918,6.042923548700413e-11,9.351124059323033e-90
268.796,-1.532106,303465828.72701,341.185,6.072000929472056e-11,9.639881261966448e-90
269.698,-1.531204,304925186.18453,341.452,6.101200987599402e-11,9.938928791819681e-90
270.6,-1.530302,306390696.016776,341.721,6.130524147643078e-11,1.0248674995404554e-89
271.502,-1.5294,307862379.492134,341.992,6.159970835158918e-11,1.0569545916400663e-89
272.404,-1.528498,309340257.928725,342.263,6.18954147669794e-11,1.090198612254649e-89
273.306,-1.527596,310824352.694406,342.536,6.219236499806284e-11,1.1246459573817897e-89
274.208,-1.526694,312314685.206764,342.81,6.24905633302514e-11,1.1603450534058391e-89
275.11,-1.525792,313811276.933113,343.085,6.279001405890681e-11,1.197346452837162e-89
276.012,-1.52489,315314149.39049,343.362,6.30907214893396e-11,1.2357029348714404e-89
276.914,-1.523988,316823324.145645,343.64,6.339268993680799e-11,1.275469611025644e-89
277.816,-1.523086,318338822.815043,343.92,6.369592372651669e-11,1.3167040361230943e-89
