# --------------- PyTT output file ------------------ 
# input file: Simulations/PSI_RRL590MeV.txt 
# execution date and time: 2025/01/25 16:53:10 
# Particle: Proton   Material: Carbon 
# EdepMethod: Interpolated 
# dEdx: 2.2696 [MeV*cm2/g] 
# Outputs:               -----------------------------
# SEY protons: 0.006771463820815146 
# --------------------------------------------------- 
#   Time [us], Position [mm], Npart, MaxTemp [K], SEMcurr [uA], THcurr [uA] 
66060.606061,-0.0392,4074.317761,1030.006,2.1880334881375117e-07,1.0341312738472355e-16
66101.010101,-0.038,4075.05758,1030.006,2.1884307936931443e-07,1.0341312952273027e-16
66141.414141,-0.0368,4075.774528,1030.006,2.1888158165944496e-07,1.0341313166050785e-16
66181.818182,-0.0356,4076.468592,1030.006,2.1891885503335818e-07,1.0341313379804229e-16
66222.222222,-0.0344,4077.139761,1030.006,2.1895489886096835e-07,1.034131359353198e-16
66262.626263,-0.0332,4077.788023,1030.006,2.1898971253290632e-07,1.0341313807232635e-16
66303.030303,-0.032,4078.413368,1030.006,2.1902329546053682e-07,1.0341314020904806e-16
66343.434343,-0.0308,4079.015785,1030.006,2.1905564707597517e-07,1.0341314234547111e-16
66383.838384,-0.0296,4079.595263,1030.006,2.190867668321028e-07,1.0341314448158152e-16
66424.242424,-0.0284,4080.151793,1030.006,2.1911665420258315e-07,1.0341314661736533e-16
66464.646465,-0.0272,4080.685366,1030.006,2.1914530868187648e-07,1.0341314875280865e-16
66505.050505,-0.026,4081.195971,1030.006,2.1917272978525356e-07,1.0341315088789763e-16
66545.454545,-0.0248,4081.683602,1030.006,2.191989170488104e-07,1.0341315302261824e-16
66585.858586,-0.0236,4082.148249,1030.006,2.1922387002948022e-07,1.0341315515695658e-16
66626.262626,-0.0224,4082.589905,1030.006,2.1924758830504647e-07,1.0341315729089877e-16
66666.666667,-0.0212,4083.008562,1030.006,2.192700714741548e-07,1.0341315942443089e-16
66707.070707,-0.02,4083.404214,1030.006,2.1929131915632437e-07,1.0341316155753893e-16
66747.474747,-0.0188,4083.776852,1030.006,2.1931133099195804e-07,1.0341316369020903e-16
66787.878788,-0.0176,4084.126472,1030.006,2.1933010664235332e-07,1.0341316582242724e-16
66828.282828,-0.0164,4084.453067,1030.006,2.193476457897115e-07,1.0341316795417969e-16
66868.686869,-0.0152,4084.756631,1030.006,2.1936394813714673e-07,1.0341317008545238e-16
66909.090909,-0.014,4085.037161,1030.006,2.19379013408694e-07,1.0341317221623144e-16
66949.494949,-0.0128,4085.294649,1030.006,2.1939284134931773e-07,1.0341317434650296e-16
66989.89899,-0.0116,4085.529094,1030.006,2.194054317249182e-07,1.0341317647625301e-16
67030.30303,-0.0104,4085.740489,1030.006,2.1941678432233838e-07,1.0341317860546764e-16
67070.707071,-0.0092,4085.928833,1030.006,2.1942689894937006e-07,1.0341318073413303e-16
67111.111111,-0.008,4086.094121,1030.006,2.1943577543475958e-07,1.0341318286223515e-16
67151.515152,-0.0068,4086.236351,1030.006,2.1944341362821197e-07,1.0341318498976009e-16
67191.919192,-0.0056,4086.355521,1030.006,2.194498134003953e-07,1.0341318711669417e-16
67232.323232,-0.0044,4086.451628,1030.006,2.194549746429453e-07,1.0341318924302312e-16
67272.727273,-0.0032,4086.524671,1030.006,2.1945889726846688e-07,1.0341319136873331e-16
67313.131313,-0.002,4086.574648,1030.006,2.1946158121053793e-07,1.034131934938108e-16
67353.535354,-0.0008,4086.601559,1030.006,2.194630264237103e-07,1.0341319561824164e-16
67393.939394,0.0004,4086.605404,1030.006,2.1946323288351186e-07,1.0341319774201199e-16
67434.343434,0.0016,4086.586182,1030.006,2.1946220058644635e-07,1.0341319986510792e-16
67474.747475,0.0028,4086.543893,1030.006,2.1945992954999418e-07,1.0341320198751555e-16
67515.151515,0.004,4086.478538,1030.006,2.1945641981261163e-07,1.034132041092211e-16
67555.555556,0.0052,4086.390119,1030.006,2.1945167143372944e-07,1.0341320623021058e-16
67595.959596,0.0064,4086.278637,1030.006,2.194456844937522e-07,1.0341320835047013e-16
67636.363636,0.0076,4086.144093,1030.006,2.1943845909405462e-07,1.0341321046998606e-16
67676.767677,0.0088,4085.986491,1030.006,2.1942999535697985e-07,1.0341321258874433e-16
67717.171717,0.01,4085.805832,1030.006,2.1942029342583548e-07,1.034132147067311e-16
67757.575758,0.0112,4085.60212,1030.006,2.1940935346488955e-07,1.0341321682393263e-16
67797.979798,0.0124,4085.375358,1030.006,2.193971756593662e-07,1.0341321894033497e-16
67838.383838,0.0136,4085.12555,1030.006,2.193837602154398e-07,1.0341322105592446e-16
67878.787879,0.0148,4084.852701,1030.006,2.1936910736023012e-07,1.0341322317068714e-16
67919.191919,0.016,4084.556814,1030.006,2.193532173417947e-07,1.0341322528460919e-16
67959.59596,0.0172,4084.237896,1030.006,2.1933609042912307e-07,1.0341322739767695e-16
68000.0,0.0184,4083.89595,1030.006,2.193177269121283e-07,1.0341322950987635e-16
68040.40404,0.0196,4083.530984,1030.006,2.1929812710163918e-07,1.0341323162119386e-16
68080.808081,0.0208,4083.143003,1030.006,2.1927729132939138e-07,1.0341323373161556e-16
68121.212121,0.022,4082.732013,1030.006,2.1925521994801798e-07,1.0341323584112776e-16
68161.616162,0.0232,4082.298023,1030.006,2.1923191333104e-07,1.0341323794971664e-16
68202.020202,0.0244,4081.841039,1030.007,2.1920737187285505e-07,1.0341324005736839e-16
68242.424242,0.0256,4081.361068,1030.007,2.19181595988727e-07,1.0341324216406934e-16
68282.828283,0.0268,4080.85812,1030.007,2.1915458611477367e-07,1.0341324426980571e-16
68323.232323,0.028,4080.332202,1030.007,2.19126342707955e-07,1.0341324637456382e-16
68363.636364,0.0292,4079.783323,1030.007,2.1909686624605998e-07,1.034132484783299e-16
68404.040404,0.0304,4079.211493,1030.007,2.190661572276929e-07,1.0341325058109032e-16
68444.444444,0.0316,4078.616722,1030.007,2.190342161722598e-07,1.0341325268283118e-16
68484.848485,0.0328,4077.999019,1030.007,2.1900104361995346e-07,1.0341325478353903e-16
68525.252525,0.034,4077.358394,1030.007,2.189666401317384e-07,1.0341325688320004e-16
68565.656566,0.0352,4076.69486,1030.007,2.1893100628933482e-07,1.0341325898180058e-16
68606.060606,0.0364,4076.008426,1030.007,2.1889414269520228e-07,1.03413261079327e-16
68646.464646,0.0376,4075.299105,1030.007,2.1885604997252316e-07,1.0341326317576562e-16
68686.868687,0.0388,4074.566908,1030.007,2.1881672876518443e-07,1.0341326527110285e-16
68727.272727,0.04,4073.811848,1030.007,2.1877617973775983e-07,1.0341326736532503e-16
68767.676768,0.0412,4073.033938,1030.007,2.187344035754911e-07,1.0341326945841857e-16
68808.080808,0.0424,4072.233191,1030.007,2.1869140098426894e-07,1.0341327155036994e-16
68848.484848,0.0436,4071.409619,1030.007,2.1864717269061272e-07,1.0341327364116533e-16
68888.888889,0.0448,4070.563238,1030.007,2.1860171944165023e-07,1.034132757307914e-16
68929.292929,0.046,4069.694062,1030.007,2.1855504200509668e-07,1.0341327781923453e-16
68969.69697,0.0472,4068.802105,1030.007,2.185071411692329e-07,1.0341327990648111e-16
69010.10101,0.0484,4067.887382,1030.007,2.184580177428835e-07,1.034132819925176e-16
69050.505051,0.0496,4066.949909,1030.007,2.1840767255539371e-07,1.034132840773306e-16
69090.909091,0.0508,4065.989701,1030.007,2.1835610645660633e-07,1.0341328616090646e-16
69131.313131,0.052,4065.006775,1030.007,2.1830332031683764e-07,1.0341328824323181e-16
69171.717172,0.0532,4064.001147,1030.007,2.1824931502685292e-07,1.0341329032429305e-16
69212.121212,0.0544,4062.972835,1030.007,2.1819409149784183e-07,1.0341329240407677e-16
69252.525253,0.0556,4061.921855,1030.007,2.1813765066139206e-07,1.0341329448256952e-16
69292.929293,0.0568,4060.848225,1030.007,2.1807999346946357e-07,1.034132965597579e-16
69333.333333,0.058,4059.751964,1030.007,2.180211208943619e-07,1.0341329863562847e-16
69373.737374,0.0592,4058.63309,1030.007,2.1796103392871068e-07,1.0341330071016779e-16
69414.141414,0.0604,4057.491622,1030.007,2.1789973358542364e-07,1.0341330278336252e-16
69454.545455,0.0616,4056.327579,1030.007,2.1783722089767644e-07,1.0341330485519925e-16
69494.949495,0.0628,4055.14098,1030.007,2.1777349691887733e-07,1.0341330692566464e-16
69535.353535,0.064,4053.931846,1030.007,2.1770856272263793e-07,1.0341330899474539e-16
69575.757576,0.0652,4052.700197,1030.007,2.1764241940274275e-07,1.0341331106242811e-16
69616.161616,0.0664,4051.446054,1030.007,2.1757506807311847e-07,1.0341331312869948e-16
69656.565657,0.0676,4050.169438,1030.007,2.1750650986780308e-07,1.0341331519354629e-16
69696.969697,0.0688,4048.87037,1030.007,2.1743674594091365e-07,1.0341331725695523e-16
69737.373737,0.07,4047.548873,1030.007,2.173657774666141e-07,1.0341331931891298e-16
69777.777778,0.0712,4046.204967,1030.007,2.172936056390823e-07,1.0341332137940643e-16
69818.181818,0.0724,4044.838677,1030.007,2.1722023167247632e-07,1.0341332343842226e-16
69858.585859,0.0736,4043.450025,1030.007,2.1714565680090094e-07,1.034133254959473e-16
69898.989899,0.0748,4042.039034,1030.007,2.1706988227837255e-07,1.0341332755196839e-16
69939.393939,0.076,4040.605729,1030.007,2.1699290937878409e-07,1.0341332960647234e-16
69979.79798,0.0772,4039.150133,1030.007,2.1691473939586962e-07,1.0341333165944602e-16
70020.20202,0.0784,4037.67227,1030.007,2.1683537364316763e-07,1.0341333371087626e-16
70060.606061,0.0796,4036.172166,1030.007,2.167548134539849e-07,1.0341333576075006e-16
70101.010101,0.0808,4034.649845,1030.007,2.1667306018135852e-07,1.0341333780905419e-16
70141.414141,0.082,4033.105334,1030.007,2.1659011519801839e-07,1.0341333985577568e-16
70181.818182,0.0832,4031.538658,1030.007,2.1650597989634855e-07,1.0341334190090142e-16
70222.222222,0.0844,4029.949844,1030.007,2.1642065568834868e-07,1.0341334394441847e-16
70262.626263,0.0856,4028.338917,1030.007,2.163341440055939e-07,1.0341334598631365e-16
70303.030303,0.0868,4026.705906,1030.007,2.162464462991956e-07,1.0341334802657421e-16
70343.434343,0.088,4025.050837,1030.007,2.1615756403976002e-07,1.0341335006518705e-16
