# ------------ Intensity Vs Time ----------- #

#   Time [us]  |  WirePos [cm]   | Intensity [mA] #
450000.00000000023   [ -0.0011, 0.0, 0.0011,  ]    [ 3.993031241596985e-40, 1.1170631714008575e-39, 3.993031241596985e-40,  ] 
460000.00000000023   [ -0.0011, 0.0, 0.0011,  ]    [ 9.774482502630756e-40, 2.735273718539131e-39, 9.774482502630756e-40,  ] 
470000.00000000023   [ -0.0011, 0.0, 0.0011,  ]    [ 2.3470351474233924e-39, 6.568168030040255e-39, 2.3470351474233924e-39,  ] 
480000.00000000023   [ -0.0011, 0.0, 0.0011,  ]    [ 5.531271003953544e-39, 1.5476016096143472e-38, 5.531271003953544e-39,  ] 
490000.0000000003   [ -0.0011, 0.0, 0.0011,  ]    [ 1.2801027889848933e-38, 3.5813754062684375e-38, 1.2801027889848933e-38,  ] 
500000.00000000023   [ -0.0011, 0.0, 0.0011,  ]    [ 2.9115269605762776e-38, 8.144697214681544e-38, 2.9115269605762776e-38,  ] 
510000.00000000023   [ -0.0011, 0.0, 0.0011,  ]    [ 6.512357262967805e-38, 1.8212560214433922e-37, 6.512357262967805e-38,  ] 
520000.00000000023   [ -0.0011, 0.0, 0.0011,  ]    [ 1.4332139271340437e-37, 4.006306782993011e-37, 1.4332139271340437e-37,  ] 
530000.0000000002   [ -0.0011, 0.0, 0.0011,  ]    [ 3.104858939490057e-37, 8.673334764240296e-37, 3.104858939490057e-37,  ] 
540000.0000000002   [ -0.0011, 0.0, 0.0011,  ]    [ 6.623855424286176e-37, 1.8483845410435356e-36, 6.623855424286176e-37,  ] 
550000.0000000002   [ -0.0011, 0.0, 0.0011,  ]    [ 1.3920327009986721e-36, 3.878874579450279e-36, 1.3920327009986721e-36,  ] 
560000.0000000002   [ -0.0011, 0.0, 0.0011,  ]    [ 2.8823472248947707e-36, 8.018559614783425e-36, 2.8823472248947707e-36,  ] 
570000.0000000002   [ -0.0011, 0.0, 0.0011,  ]    [ 5.882615709566278e-36, 1.6335243168761772e-35, 5.882615709566278e-36,  ] 
580000.0000000003   [ -0.0011, 0.0, 0.0011,  ]    [ 1.183763989081763e-35, 3.280661102140796e-35, 1.183763989081763e-35,  ] 
590000.0000000003   [ -0.0011, 0.0, 0.0011,  ]    [ 2.3495719221168238e-35, 6.497787386923591e-35, 2.3495719221168238e-35,  ] 
600000.0000000003   [ -0.0011, 0.0, 0.0011,  ]    [ 4.60144494157561e-35, 1.269679273043142e-34, 4.60144494157561e-35,  ] 
610000.0000000003   [ -0.0011, 0.0, 0.0011,  ]    [ 8.894655080141982e-35, 2.4484825917513922e-34, 8.894655080141982e-35,  ] 
620000.0000000003   [ -0.0011, 0.0, 0.0011,  ]    [ 1.6976012355589567e-34, 4.661433663836565e-34, 1.6976012355589567e-34,  ] 
630000.0000000003   [ -0.0011, 0.0, 0.0011,  ]    [ 3.20000694858163e-34, 8.763986252980681e-34, 3.20000694858163e-34,  ] 
640000.0000000003   [ -0.0011, 0.0, 0.0011,  ]    [ 5.959470269362734e-34, 1.6277170749451495e-33, 5.959470269362734e-34,  ] 
650000.0000000003   [ -0.0011, 0.0, 0.0011,  ]    [ 1.0968171377083996e-33, 2.9873213545749002e-33, 1.0968171377083996e-33,  ] 
660000.0000000003   [ -0.0011, 0.0, 0.0011,  ]    [ 1.995513501289564e-33, 5.4192237231001686e-33, 1.995513501289564e-33,  ] 
670000.0000000003   [ -0.0011, 0.0, 0.0011,  ]    [ 3.58995422038055e-33, 9.720003505125495e-33, 3.58995422038055e-33,  ] 
680000.0000000003   [ -0.0011, 0.0, 0.0011,  ]    [ 6.387823848939064e-33, 1.7242014610315097e-32, 6.387823848939064e-33,  ] 
690000.0000000003   [ -0.0011, 0.0, 0.0011,  ]    [ 1.1244986606460981e-32, 3.025631298994088e-32, 1.1244986606460981e-32,  ] 
700000.0000000003   [ -0.0011, 0.0, 0.0011,  ]    [ 1.958914739288492e-32, 5.253646621463799e-32, 1.958914739288492e-32,  ] 
710000.0000000005   [ -0.0011, 0.0, 0.0011,  ]    [ 3.377752501850331e-32, 9.028788077310737e-32, 3.377752501850331e-32,  ] 
720000.0000000005   [ -0.0011, 0.0, 0.0011,  ]    [ 5.766304984433259e-32, 1.5361205176715992e-31, 5.766304984433259e-32,  ] 
730000.0000000005   [ -0.0011, 0.0, 0.0011,  ]    [ 9.748178915492526e-32, 2.5879063528459537e-31, 9.748178915492526e-32,  ] 
740000.0000000005   [ -0.0011, 0.0, 0.0011,  ]    [ 1.6323038838878852e-31, 4.318998024199627e-31, 1.6323038838878852e-31,  ] 
750000.0000000005   [ -0.0011, 0.0, 0.0011,  ]    [ 2.707838621816417e-31, 7.14251069361643e-31, 2.707838621816417e-31,  ] 
760000.0000000005   [ -0.0011, 0.0, 0.0011,  ]    [ 4.452181728194695e-31, 1.1706742814421002e-30, 4.452181728194695e-31,  ] 
770000.0000000005   [ -0.0011, 0.0, 0.0011,  ]    [ 7.2569152274924385e-31, 1.902098147417347e-30, 7.2569152274924385e-31,  ] 
780000.0000000005   [ -0.0011, 0.0, 0.0011,  ]    [ 1.1728378415532738e-30, 3.064286424467616e-30, 1.1728378415532738e-30,  ] 
790000.0000000005   [ -0.0011, 0.0, 0.0011,  ]    [ 1.879831601248886e-30, 4.895546545701661e-30, 1.879831601248886e-30,  ] 
800000.0000000005   [ -0.0011, 0.0, 0.0011,  ]    [ 2.988658029731274e-30, 7.757505179099032e-30, 2.988658029731274e-30,  ] 
810000.0000000005   [ -0.0011, 0.0, 0.0011,  ]    [ 4.713898375369295e-30, 1.2194490117081667e-29, 4.713898375369295e-30,  ] 
820000.0000000005   [ -0.0011, 0.0, 0.0011,  ]    [ 7.37733320821614e-30, 1.901934438851147e-29, 7.37733320821614e-30,  ] 
830000.0000000005   [ -0.0011, 0.0, 0.0011,  ]    [ 1.1457777892698419e-29, 2.9436454723788826e-29, 1.1457777892698419e-29,  ] 
840000.0000000006   [ -0.0011, 0.0, 0.0011,  ]    [ 1.7662332130549013e-29, 4.521683369651311e-29, 1.7662332130549013e-29,  ] 
850000.0000000006   [ -0.0011, 0.0, 0.0011,  ]    [ 2.7027473460123456e-29, 6.894515105324274e-29, 2.7027473460123456e-29,  ] 
860000.0000000006   [ -0.0011, 0.0, 0.0011,  ]    [ 4.106148016383927e-29, 1.0436591240760609e-28, 4.106148016383927e-29,  ] 
870000.0000000006   [ -0.0011, 0.0, 0.0011,  ]    [ 6.194347571835232e-29, 1.5686490113100015e-28, 6.194347571835232e-29,  ] 
880000.0000000006   [ -0.0011, 0.0, 0.0011,  ]    [ 9.279971503393153e-29, 2.341338767439107e-28, 9.279971503393153e-29,  ] 
890000.0000000006   [ -0.0011, 0.0, 0.0011,  ]    [ 1.3808439707220356e-28, 3.470817581988403e-28, 1.3808439707220356e-28,  ] 
900000.0000000006   [ -0.0011, 0.0, 0.0011,  ]    [ 2.0410085195777364e-28, 5.107755281701945e-28, 2.0410085195777364e-28,  ] 
910000.0000000006   [ -0.0011, 0.0, 0.0011,  ]    [ 2.997099990282676e-28, 7.462216764991006e-28, 2.997099990282676e-28,  ] 
920000.0000000006   [ -0.0011, 0.0, 0.0011,  ]    [ 4.3715476534373305e-28, 1.0824794160800206e-27, 4.3715476534373305e-28,  ] 
930000.0000000006   [ -0.0011, 0.0, 0.0011,  ]    [ 6.331972266495759e-28, 1.5594007469741253e-27, 6.331972266495759e-28,  ] 
940000.0000000006   [ -0.0011, 0.0, 0.0011,  ]    [ 9.1092465931908e-28, 2.2309789910068213e-27, 9.1092465931908e-28,  ] 
950000.0000000006   [ -0.0011, 0.0, 0.0011,  ]    [ 1.3017674639639009e-27, 3.1702570826475197e-27, 1.3017674639639009e-27,  ] 
960000.0000000006   [ -0.0011, 0.0, 0.0011,  ]    [ 1.848134106417028e-27, 4.4762960666503936e-27, 1.848134106417028e-27,  ] 
970000.0000000006   [ -0.0011, 0.0, 0.0011,  ]    [ 2.6068141949943226e-27, 6.282486638118014e-27, 2.6068141949943226e-27,  ] 
980000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 3.653655300211622e-27, 8.765636355572819e-27, 3.653655300211622e-27,  ] 
990000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 5.0911827492108324e-27, 1.2159729033927662e-26, 5.0911827492108324e-27,  ] 
1000000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 7.054217345342993e-27, 1.677298381094267e-26, 7.054217345342993e-27,  ] 
1010000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 9.719961579508784e-27, 2.3010360732550006e-26, 9.719961579508784e-27,  ] 
1020000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 1.3320216482296298e-26, 3.139828099936425e-26, 1.3320216482296298e-26,  ] 
1030000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 1.815743954931362e-26, 4.261856758865462e-26, 1.815743954931362e-26,  ] 
1040000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 2.4623870433791332e-26, 5.754986457815554e-26, 2.4623870433791332e-26,  ] 
1050000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 3.32242254862149e-26, 7.731846476315754e-26, 3.32242254862149e-26,  ] 
1060000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 4.4605557972249595e-26, 1.0336074684505484e-25, 4.4605557972249595e-26,  ] 
1070000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 5.959328721731656e-26, 1.3749936408292728e-25, 5.959328721731656e-26,  ] 
1080000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 7.923513265655079e-26, 1.820357256012539e-25, 7.923513265655079e-26,  ] 
1090000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 1.0485455587576275e-25, 2.398617140997994e-25, 1.0485455587576275e-25,  ] 
1100000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 1.3811538645250398e-25, 3.145953914158184e-25, 1.3811538645250398e-25,  ] 
1110000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 1.8109958202020508e-25, 4.107396857170761e-25, 1.8109958202020508e-25,  ] 
1120000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 2.3640040642850403e-25, 5.338741008392776e-25, 2.3640040642850403e-25,  ] 
1130000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 3.0723469012738276e-25, 6.9088084373956035e-25, 3.0723469012738276e-25,  ] 
1140000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 3.975728264366984e-25, 8.902112210365779e-25, 3.975728264366984e-25,  ] 
1150000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 5.122948576611765e-25, 1.1421979762699743e-24, 5.122948576611765e-25,  ] 
1160000.0000000007   [ -0.0011, 0.0, 0.0011,  ]    [ 6.573731031282334e-25, 1.4594197382487396e-24, 6.573731031282334e-25,  ] 
1170000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 8.400857274061073e-25, 1.857124209615052e-24, 8.400857274061073e-25,  ] 
1180000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 1.0692653502116068e-24, 2.3537177249002467e-24, 1.0692653502116068e-24,  ] 
1190000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 1.355587139522454e-24, 2.9713283574641605e-24, 1.355587139522454e-24,  ] 
1200000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 1.7119010078241963e-24, 3.7364510880396135e-24, 1.7119010078241963e-24,  ] 
1210000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 2.1536135219377584e-24, 4.680683585748718e-24, 2.1536135219377584e-24,  ] 
1220000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 2.699124311994742e-24, 5.8415615955728514e-24, 2.699124311994742e-24,  ] 
1230000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 3.370323022592199e-24, 7.263412404324058e-24, 3.370323022592199e-24,  ] 
1240000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 4.1931526734920086e-24, 8.99848956139992e-24, 4.1931526734920086e-24,  ] 
1250000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 5.198245578205074e-24, 1.110818121806749e-23, 5.198245578205074e-24,  ] 
1260000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 6.421621879697432e-24, 1.366430159228905e-23, 6.421621879697432e-24,  ] 
1270000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 7.905398719142611e-24, 1.6750556449557825e-23, 7.905398719142611e-24,  ] 
1280000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 9.69883088601565e-24, 2.046416442313481e-23, 9.69883088601565e-24,  ] 
1290000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 1.1859231369886836e-23, 2.4917548307526213e-23, 1.1859231369886836e-23,  ] 
1300000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 1.4453057185405898e-23, 3.024039468175432e-23, 1.4453057185405898e-23,  ] 
1310000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 1.7557106058098937e-23, 3.658177286046607e-23, 1.7557106058098937e-23,  ] 
1320000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 2.1259821716606395e-23, 4.411243394863462e-23, 2.1259821716606395e-23,  ] 
1330000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 2.5662627358725728e-23, 5.302731669429164e-23, 2.5662627358725728e-23,  ] 
1340000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 3.088162842163768e-23, 6.354824766196689e-23, 3.088162842163768e-23,  ] 
1350000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 3.7049229704434644e-23, 7.592683838349013e-23, 3.7049229704434644e-23,  ] 
1360000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 4.431594480275618e-23, 9.04475805260496e-23, 4.431594480275618e-23,  ] 
1370000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 5.2852338180094383e-23, 1.0743113833216826e-22, 5.2852338180094383e-23,  ] 
1380000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 6.285110097309428e-23, 1.272378356425245e-22, 6.285110097309428e-23,  ] 
1390000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 7.45292605015603e-23, 1.5027133267509484e-22, 7.45292605015603e-23,  ] 
1400000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 8.813052222267686e-23, 1.7698248567107357e-22, 8.813052222267686e-23,  ] 
1410000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 1.0392774154069171e-22, 2.0787338005828555e-22, 1.0392774154069171e-22,  ] 
1420000.000000001   [ -0.0011, 0.0, 0.0011,  ]    [ 1.2222552146753937e-22, 2.4350144037760235e-22, 1.2222552146753937e-22,  ] 
1430000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 1.433629305793689e-22, 2.844838969673751e-22, 1.433629305793689e-22,  ] 
1440000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 1.6771633437885583e-22, 3.315022091036824e-22, 1.6771633437885583e-22,  ] 
1450000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 1.9570233127643133e-22, 3.85306645284582e-22, 1.9570233127643133e-22,  ] 
1460000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 2.2778072376560566e-22, 4.46720954939613e-22, 2.2778072376560566e-22,  ] 
1470000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 2.644577006703652e-22, 5.166471054240685e-22, 2.644577006703652e-22,  ] 
1480000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 3.0628901157496617e-22, 5.96070057760574e-22, 3.0628901157496617e-22,  ] 
1490000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 3.5388318710871505e-22, 6.860625523717511e-22, 3.5388318710871505e-22,  ] 
1500000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 4.0790480900751453e-22, 7.877898742935443e-22, 4.0790480900751453e-22,  ] 
1510000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 4.690777985745892e-22, 9.025145644137688e-22, 4.690777985745892e-22,  ] 
1520000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 5.381887038571939e-22, 1.0316010427683884e-21, 5.381887038571939e-22,  ] 
1530000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 6.1608996455364855e-22, 1.1765201086383098e-21, 6.1608996455364855e-22,  ] 
1540000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 7.037031326350297e-22, 1.3388532799749279e-21, 7.037031326350297e-22,  ] 
1550000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 8.02022025405822e-22, 1.5202969346016707e-21, 8.02022025405822e-22,  ] 
1560000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 9.12115786214409e-22, 1.7226662149512446e-21, 9.12115786214409e-22,  ] 
1570000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 1.0351318295359993e-21, 1.9478986579140537e-21, 1.0351318295359993e-21,  ] 
1580000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 1.172298644227853e-21, 2.1980575115360118e-21, 1.172298644227853e-21,  ] 
1590000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 1.3249284297134572e-21, 2.4753347008226264e-21, 1.3249284297134572e-21,  ] 
1600000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 1.494419539554002e-21, 2.782068782555958e-21, 1.494419539554002e-21,  ] 
1610000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 1.6822587070319033e-21, 3.1207217215508578e-21, 1.6822587070319033e-21,  ] 
1620000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 1.8900230277675016e-21, 3.493890511730974e-21, 1.8900230277675016e-21,  ] 
1630000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 2.119381675017611e-21, 3.904309164916339e-21, 2.119381675017611e-21,  ] 
1640000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 2.372097324164194e-21, 4.354849409907315e-21, 2.372097324164194e-21,  ] 
1650000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 2.650035300310104e-21, 4.848520897699796e-21, 2.650035300310104e-21,  ] 
1660000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 2.9551567221265808e-21, 5.3884708237716094e-21, 2.9551567221265808e-21,  ] 
1670000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 3.2895141630722355e-21, 5.977982922151183e-21, 3.2895141630722355e-21,  ] 
1680000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 3.6552565666341425e-21, 6.62047586134227e-21, 3.6552565666341425e-21,  ] 
1690000.0000000012   [ -0.0011, 0.0, 0.0011,  ]    [ 4.054628910909158e-21, 7.319513662606009e-21, 4.054628910909158e-21,  ] 
1700000.0000000014   [ -0.0011, 0.0, 0.0011,  ]    [ 4.4899715082387135e-21, 8.078781177015871e-21, 4.4899715082387135e-21,  ] 
1710000.0000000014   [ -0.0011, 0.0, 0.0011,  ]    [ 4.963718896241396e-21, 8.902089611779417e-21, 4.963718896241396e-21,  ] 
1720000.0000000014   [ -0.0011, 0.0, 0.0011,  ]    [ 5.478398264639484e-21, 9.793372735332065e-21, 5.478398264639484e-21,  ] 
1730000.0000000014   [ -0.0011, 0.0, 0.0011,  ]    [ 6.036627466452975e-21, 1.0756682078553977e-20, 6.036627466452975e-21,  ] 
1740000.0000000014   [ -0.0011, 0.0, 0.0011,  ]    [ 6.64111421159857e-21, 1.1796181491933386e-20, 6.64111421159857e-21,  ] 
1750000.0000000014   [ -0.0011, 0.0, 0.0011,  ]    [ 7.294660122674905e-21, 1.2916141068187905e-20, 7.294660122674905e-21,  ] 
1760000.0000000014   [ -0.0011, 0.0, 0.0011,  ]    [ 8.000141434582935e-21, 1.4120930444180897e-20, 8.000141434582935e-21,  ] 
1770000.0000000014   [ -0.0011, 0.0, 0.0011,  ]    [ 8.7605130081294e-21, 1.541501149982074e-20, 8.7605130081294e-21,  ] 
1780000.0000000014   [ -0.0011, 0.0, 0.0011,  ]    [ 9.578804176270817e-21, 1.6802930475781002e-20, 9.578804176270817e-21,  ] 
1790000.0000000014   [ -0.0011, 0.0, 0.0011,  ]    [ 1.045811417050142e-20, 1.8289309535684932e-20, 1.045811417050142e-20,  ] 
1800000.0000000014   [ -0.0011, 0.0, 0.0011,  ]    [ 1.1401607139008267e-20, 1.9878837802037316e-20, 1.1401607139008267e-20,  ] 
1810000.0000000014   [ -0.0011, 0.0, 0.0011,  ]    [ 1.2412506770950057e-20, 2.1576261898635466e-20, 1.2412506770950057e-20,  ] 
1820000.0000000014   [ -0.0011, 0.0, 0.0011,  ]    [ 1.3494090543536735e-20, 2.3386376035405236e-20, 1.3494090543536735e-20,  ] 
1830000.0000000014   [ -0.0011, 0.0, 0.0011,  ]    [ 1.4649683611105978e-20, 2.5314011674547335e-20, 1.4649683611105978e-20,  ] 
